song,album,section,text
The Tortured Poets Department,The Tortured Poets Department,[Chorus],"Who's gonna hold you? (Who?)
Me
Who's gonna know you? (Who?)
Me
And you're not Dylan Thomas, I'm not Patti Smith
This ain't the Chelsea Hotel, we're two idiots
Who's gonna hold you?"
The Tortured Poets Department,The Tortured Poets Department,[Post-Chorus],"Who's gonna hold you?
Who's gonna hold you?
Who's gonna hold you?
Who's gonna hold you?
Who's gonna hold you?
Who's gonna hold you?
Who's gonna hold you?
Gonna know you? Gonna troll you?"
The Tortured Poets Department,The Tortured Poets Department,[Outro],"You left your typewriter at my apartment
Straight from the tortured poets department
Who else decodes you?"
My Boy Only Breaks His Favorite Toys,The Tortured Poets Department,[Verse 1],"Oh, here we go again
The voices in his head
Called the rain to end our days of wild
The sickest army doll
Purchased at the mall
Rivulets descend my plastic smile"
My Boy Only Breaks His Favorite Toys,The Tortured Poets Department,[Pre-Chorus],But you should've seen him when he first got me
My Boy Only Breaks His Favorite Toys,The Tortured Poets Department,[Chorus],"My boy only breaks his favorite toys, toys, oh
I'm queen of sand castles he destroys, oh, oh
'Cause it fit too right, puzzle pieces in the dead of night
I should've known it was a matter of time, oh, oh
My boy only breaks his favorite toys, oh, oh"
My Boy Only Breaks His Favorite Toys,The Tortured Poets Department,[Verse 2],"There was a litany of reasons why
We could've played for keeps this time
I know I'm just repeating myself
Put me back on my shelf
But first, pull the string
And I'll tell you that he runs
Because he loves me (He loves me)"
My Boy Only Breaks His Favorite Toys,The Tortured Poets Department,[Pre-Chorus],'Cause you should've seen him when he first saw me
My Boy Only Breaks His Favorite Toys,The Tortured Poets Department,[Chorus],"My boy (My boy), only breaks his favorite toys, toys, oh
I'm queen (I'm queen), of sand castles he destroys, oh, oh
'Cause I knew too much, there was danger in the heat of my touch
He saw forever, so he smashed it up, oh, oh
My boy (My boy), only breaks his favorite toys, oh, oh"
My Boy Only Breaks His Favorite Toys,The Tortured Poets Department,[Bridge],"Once I fix me
He's gonna miss me
Once I fix me
He's gonna miss me"
My Boy Only Breaks His Favorite Toys,The Tortured Poets Department,[Outro],"Just say when, I'd play again
He was my best friend down at the sandlot
I felt more when we played pretend
Than with all the Kens
'Cause he took me out of my box
Stole my tortured heart
Left all these broken parts
Told me I'm better off
But I'm not
I'm not, I'm not"
Down Bad,The Tortured Poets Department,[Verse 1],"Did you really beam me up
In a cloud of sparkling dust
Just to do experiments on?
Tell me I was the chosen one
Showed me that this world is bigger than us
Then sent me back where I came from"
Down Bad,The Tortured Poets Department,[Pre-Chorus],"For a moment, I knew cosmic love"
Down Bad,The Tortured Poets Department,[Chorus],"Now I'm down bad, cryin' at the gym
Everything comes out teenage petulance
""Fuck it if I can't have him""
""I might just die, it would make no difference""
Down bad, wakin' up in blood
Starin' at the sky, come back and pick me up
Fuck it if I can't have us
I might just not get up, I might stay"
Down Bad,The Tortured Poets Department,[Post-Chorus],"Down bad
Fuck it if I can't have him
Down bad
Fuck it if I can't have him"
Down Bad,The Tortured Poets Department,[Verse 2],"Did you take all my old clothes
Just to leave me here, naked and alone
In a field in my same old town
That somehow seems so hollow now?
They'll say I'm nuts if I talk about
The existence of you"
Down Bad,The Tortured Poets Department,[Pre-Chorus],"For a moment, I was heavenstruck"
Down Bad,The Tortured Poets Department,[Chorus],"Now I'm down bad, cryin' at the gym (Cryin' at the gym)
Everything comes out teenage petulance
""Fuck it if I can't have him"" (Fuck it if I can't have him)
""I might just die, it would make no difference""
Down bad, wakin' up in blood (Wakin' up in blood)
Starin' at the sky, come back and pick me up
Fuck it if I can't have us
I might just not get up, I might stay"
Down Bad,The Tortured Poets Department,[Post-Chorus],"Down bad (Like I lost my twin)
Fuck it if I can't have him (Down bad)
Down bad (Wavin' at the ship)
Fuck it if I can't have him"
Down Bad,The Tortured Poets Department,[Bridge],"I loved your hostile takeovers
Encounters closer and closer
All your indecent exposures
How dare you say that it's -
I'll build you a fort on some planet
Where they can all understand it
How dare you think it's romantic
Leaving me safe and stranded
'Cause fuck it, I was in love
So fuck you if I can't have us
'Cause fuck it, I was in love"
Down Bad,The Tortured Poets Department,[Chorus],"Now I'm down bad, cryin' at the gym (Cryin' at the gym)
Everything comes out teenage petulance
""Fuck it if I can't have him"" (Can't have him)
""I might just die, it would make no difference""
Down bad, wakin' up in blood (Wakin' up in blood)
Starin' at the sky, come back and pick me up
Fuck it if I can't have us
I might just not get up, I might stay"
Down Bad,The Tortured Poets Department,[Post-Chorus],"Down bad (Like I lost my twin)
Fuck it if I can't have him (I'm down bad)
Down bad (Wavin' at the ship)
Fuck it if I can't have him"
Down Bad,The Tortured Poets Department,[Outro],"Like I lost my twin
Fuck it if I can't have him
Down bad (Wavin' at the ship)
Fuck it if I can't have him"
"So Long, London",The Tortured Poets Department,[Verse 1],"So (So) long (Long), London (London)
So (So) long (Long), London (London)
So (So) long (Long), London (London)"
"So Long, London",The Tortured Poets Department,[Verse 1],"I saw in my mind fairy lights through the mist
I kept calm and carried the weight of the rift
Pulled him in tighter each time he was driftin' away
My spine split from carrying us up the hill
Wet through my clothes, weary bones caught the chill
I stopped tryna make him laugh, stopped tryna drill the safe"
"So Long, London",The Tortured Poets Department,[Chorus],"Thinkin', ""How much sad did you think I had
Did you think I had in me?""
Oh, the tragedy
So long, London
You'll find someone"
"So Long, London",The Tortured Poets Department,[Verse 2],"I didn't opt in to be your odd man out
I founded the club she's heard great things about
I left all I knew, you left me at the house by the Heath
I stopped CPR, after all, it's no use
The spirit was gone, we would never come to
And I'm pissed off you let me give you all that youth for free"
"So Long, London",The Tortured Poets Department,[Chorus],"For so long, London
Stitches undone
Two graves, one gun
I'll find someone"
"So Long, London",The Tortured Poets Department,[Bridge],"And you say I abandoned the ship
But I was going down with it
My white-knuckle dying grip
Holding tight to your quiet resentment
And my friends said it isn't right to be scared
Every day of a love affair
Every breath feels like rarest air
When you're not sure if he wants to be there"
"So Long, London",The Tortured Poets Department,[Chorus],"So how much sad did you think I had
Did you think I had in me?
How much tragedy?
Just how low did you
Think I'd go 'fore I'd self-implode?
'Fore I'd have to go be free?"
"So Long, London",The Tortured Poets Department,[Verse 3],"You swore that you loved me, but where were the clues?
I died on the altar waitin' for the proof
You sacrificed us to the gods of your bluest days
And I'm just getting color back into my face
I'm just mad as hell 'cause I loved this place for"
"So Long, London",The Tortured Poets Department,[Chorus],"So (So) long (Long), London (London)
Had (Had) a (A) good (Good) run (Run)
A moment (Moment) of warm sun (Sun)
But I'm (I'm) not (Not) the (The) one (One)
So (So) long (Long), London (London)
Stitches (Stitches) undone (Undone)
Two (Two) graves (Graves) one gun (Gun)
You'll (You'll) find (Find) someone"
But Daddy I Love Him,The Tortured Poets Department,[Verse 1],"I forget how the West was won
I forget if this was ever fun
I just learned these people only raise you
To cage you
Sarahs and Hannahs in their Sunday best
Clutchin' their pearls, sighing, ""What a mess""
I just learned these people try and save you
'Cause they hate you"
But Daddy I Love Him,The Tortured Poets Department,[Pre-Chorus],"Too high a horse
For a simple girl
To rise above it
They slammed the door
On my whole world
The one thing I wanted"
But Daddy I Love Him,The Tortured Poets Department,[Chorus],"Now I'm runnin' with my dress unbuttoned
Screamin', ""But, Daddy, I love him""
I'm havin' his baby
No, I'm not, but you should see your faces
I'm tellin' him to floor it through the fences
No, I'm not coming to my senses
I know he's crazy, but he's the one I want"
But Daddy I Love Him,The Tortured Poets Department,[Verse 2],"Dutiful daughter, all my plans were laid
Tendrils tucked into a woven braid
Growin' up precocious sometimes means
Not growin' up at all
He was chaos, he was revelry
Bedroom eyes like a remedy
Soon enough, the elders had convened
Down at the city hall"
But Daddy I Love Him,The Tortured Poets Department,[Pre-Chorus],"""Stay away from her""
The saboteurs
Protested too much
Lord knows the words
We never heard
Just screeching tires and true love"
But Daddy I Love Him,The Tortured Poets Department,[Chorus],"And I'm runnin' with my dress unbuttoned
Screamin', ""But, Daddy, I love him""
I'm havin' his baby
No, I'm not, but you should see your faces
I'm tellin' him to floor it through the fences
No, I'm not coming to my senses
I know he's crazy, but he's the one I want"
But Daddy I Love Him,The Tortured Poets Department,[Post-Chorus],"I'll tell you something right now
I'd rather burn my whole life down
Than listen to one more second of all this bitchin' and moanin'
I'll tell you something 'bout my good name
It's mine alone to disgrace
I don't cater to all these vipers dressed in empath's clothing"
But Daddy I Love Him,The Tortured Poets Department,[Bridge],"God save the most judgmental creeps
Who say they want what's best for me
Sanctimoniously performing soliloquies I'll never see
Thinkin' it can change the beat
Of my heart when he touches me
And counteract the chemistry
And undo the destiny
You ain't gotta pray for me
Me and my wild boy and all of this wild joy
If all you want is gray for me
Then it's just white noise, and it's just my choice"
But Daddy I Love Him,The Tortured Poets Department,[Verse 3],"There's a lot of people in town that I
Bestow upon my fakest smiles
Scandal does funny things to pride, but brings lovers closer
We came back when the heat died down
Went to my parents and they came around
All the wine moms are still holdin' out, but fuck 'em, it's over"
But Daddy I Love Him,The Tortured Poets Department,[Chorus],"Now I'm dancin' in my dress in the sun and
Even my daddy just loves him
I'm his lady
And, oh my God, you should see your faces
Time, doesn't it give some perspective?
And, no, you can't come to the wedding
I know it's crazy, but he's the one I want"
But Daddy I Love Him,The Tortured Poets Department,[Post-Chorus],"I'll tell you something right now
You ain't gotta pray for me
Me and my wild boy and all of this wild joy
(He was chaos, he was revelry)
If all you want is gray for me
Then it's just white noise, and it's my choice"
But Daddy I Love Him,The Tortured Poets Department,[Outro],"Screamin', ""But, Daddy, I love him""
I'm having his baby
No, I'm not
But you should see your faces
But, oh my God, you should see your faces
(He was chaos, he was revelry)
(He was chaos, he was revelry)"
Fresh Out The Slammer,The Tortured Poets Department,[Verse 1],"Now, pretty baby, I'm runnin' back home to you
Fresh out the slammer, I know who my first call will be to
(Fresh out the slammer, oh)"
Fresh Out The Slammer,The Tortured Poets Department,[Verse 1],"Another summer takin' cover, rolling thunder
He don't understand me
Splintered back in winter, silent dinners, bitter
He was with her in dreams"
Fresh Out The Slammer,The Tortured Poets Department,[Pre-Chorus],"Gray and blue and fights and tunnels
Handcuffed to the spell I was under
For just one hour of sunshine
Years of labor, locks, and ceilings
In the shade of how he was feeling
But it's gonna be alright, I did my time"
Fresh Out The Slammer,The Tortured Poets Department,[Chorus],"Now, pretty baby, I'm runnin' back home to you
Fresh out the slammer, I know who my first call will be to
(Fresh out the slammer, oh)"
Fresh Out The Slammer,The Tortured Poets Department,[Verse 2],"Camera flashes, welcome bashes, get the matches
Toss the ashes off the ledge
As I said in my letters, now that I know better
I will never lose my baby again"
Fresh Out The Slammer,The Tortured Poets Department,[Pre-Chorus],"My friends tried, but I wouldn't hear it
Watch me daily disappearing
For just one glimpse of his smile
All those nights, he kept me goin'
Swirled you into all of my poems
Now we're at the starting line, I did my time"
Fresh Out The Slammer,The Tortured Poets Department,[Chorus],"Now, pretty baby, I'm runnin'"
Fresh Out The Slammer,The Tortured Poets Department,[Bridge],"To the house where you still wait up and that porch light gleams (Gleams)
To the one who says I'm the girl of his American dreams
And no matter what I've done, it wouldn't matter anyway
Ain't no way I'm gonna screw up now that I know what's at stake here
At the park where we used to sit on children's swings
Wearing imaginary rings"
Fresh Out The Slammer,The Tortured Poets Department,[Outro],"But it's gonna be alright, I did my time"
Florida!!!,The Tortured Poets Department,[Verse 1],"You can beat the heat if you beat the charges too
They said I was a cheat, I guess it must be true
And my friends all smell like weed or little babies
And this city reeks of driving myself crazy"
Florida!!!,The Tortured Poets Department,[Pre-Chorus],"Little did you know your home's really only
A town you're just a guest in
So you work your life away just to pay
For a time-share down in Destin"
Florida!!!,The Tortured Poets Department,[Chorus],"Florida
Is one hell of a drug
Florida
Can I use you up?"
Florida!!!,The Tortured Poets Department,[Verse 2],"The hurricane with my name when it came
I got drunk and I dared it to wash me away
Barricaded in the bathroom with a bottle of wine
Well, me and my ghosts, we had a hell of a time
Yes, I'm haunted, but I'm feeling just fine
All my girls got their lace and their crimes
And your cheating husband disappeared, well
No one asks any questions here
So I did my best to lay to rest
All of the bodies that have ever been on my body
And in my mind, they sink into the swamp
Is that a bad thing to say in a song?"
Florida!!!,The Tortured Poets Department,[Pre-Chorus],"Little did you know your home's really only
The town you'll get arrested
So you pack your life away just to wait out
The shitstorm back in Texas"
Florida!!!,The Tortured Poets Department,[Chorus],"Florida
Is one hell of a drug
Florida
Can I use you up?"
Florida!!!,The Tortured Poets Department,[Bridge],"I need to forget, so take me to Florida
I've got some regrets, I'll bury them in Florida
Tell me I'm despicable, say it's unforgivable
At least the dolls are beautiful, fuck me up, Florida
I need to forget, so take me to Florida
I've got some regrets, I'll bury them in Florida
Tell me I'm despicable, say it's unforgivable
What a crash, what a rush, fuck me up, Florida
It's one hell of a drug
It's one hell of a drug
Love left me like this and I don't want to exist
So take me to Florida"
Florida!!!,The Tortured Poets Department,[Pre-Chorus],"Little did you know your home's really only
A town you're just a guest in (Florida)
So you work your life away just to pay
For a time-share down in Destin (Take me to Florida)
Little did you know your home's really only
The town you'll get arrested (Florida)
So you pack your life away just to wait out
The shitstorm back in Texas"
Florida!!!,The Tortured Poets Department,[Chorus],"Florida
Is one hell of a drug
(Take me to) Florida
Can I use you up?
Florida
Is one hell of a drug
Florida
Go on, fuck me up"
Guilty as Sin?,The Tortured Poets Department,[Verse 1],"Drownin' in the Blue Nile
He sent me ""Downtown Lights""
I hadn't heard it in a while
My boredom's bone-deep
This cage was once just fine
Am I allowed to cry?
I dream of crackin' locks
Throwin' my life to the wolves or the ocean rocks
Crashin' into him tonight, he's a paradox
I'm seeing visions
Am I bad or mad or wise?"
Guilty as Sin?,The Tortured Poets Department,[Chorus],"What if he's written ""mine"" on my upper thigh only in my mind?
One slip and fallin' back into the hedge maze
Oh, what a way to die
I keep recalling things we never did
Messy top-lip kiss, how I long for our trysts
Without ever touchin' his skin
How can I be guilty as sin?"
Guilty as Sin?,The Tortured Poets Department,[Verse 2],"I keep these longings locked
In lowercase, inside a vault
Someone told me, ""There's no such thing as bad thoughts
Only your actions talk""
These fatal fantasies
Giving way to labored breath, takin' all of me
We've already done it in my head
If it's make-believe
Why does it feel like a vow we'll both uphold somehow?"
Guilty as Sin?,The Tortured Poets Department,[Chorus],"What if he's written ""mine"" on my upper thigh only in my mind?
One slip and fallin' back into the hedge maze
Oh, what a way to die
My bed sheets are ablaze
I've screamed his name
Buildin' up like waves crashin' over my grave
Without ever touchin' his skin
How can I be guilty as sin?"
Guilty as Sin?,The Tortured Poets Department,[Bridge],"What if I roll the stone away?
They're gonna crucify me anyway
What if the way you hold me is actually what's holy?
If long-suffering propriety is what they want from me
They don't know how you've haunted me so stunningly
I choose you and me religiously"
Guilty as Sin?,The Tortured Poets Department,[Chorus],"What if he's written ""mine"" on my upper thigh only in my mind?
One slip and fallin' back into the hedge maze
Oh, what a way to die
I keep recalling things we never did
Messy top-lip kiss, how I long for our trysts
Without ever touchin' his skin
How can I be guilty as sin?"
Guilty as Sin?,The Tortured Poets Department,[Outro],"He sent me ""Downtown Lights""
I hadn't heard it in a while
Am I allowed to cry?"
Who's Afraid of Little Old Me?,The Tortured Poets Department,[Verse 1],"The who's who of ""Who's that?"" is poised for the attack
But my bare hands paved their paths
You don't get to tell me about ""sad"""
Who's Afraid of Little Old Me?,The Tortured Poets Department,[Pre-Chorus],"If you wanted me dead, you should've just said
Nothing makes me feel more alive"
Who's Afraid of Little Old Me?,The Tortured Poets Department,[Chorus],"So I leap from the gallows and I levitate down your street
Crash the party like a record scratch as I scream
""Who's afraid of little old me?""
You should be"
Who's Afraid of Little Old Me?,The Tortured Poets Department,[Verse 2],"The scandal was contained
The bullet had just grazed
At all costs, keep your good name
You don't get to tell me you feel bad"
Who's Afraid of Little Old Me?,The Tortured Poets Department,[Pre-Chorus],"Is it a wonder I broke? Let's hear one more joke
Then we could all just laugh until I cry"
Who's Afraid of Little Old Me?,The Tortured Poets Department,[Chorus],"So I leap from the gallows and I levitate down your street
Crash the party like a record scratch as I scream
""Who's afraid of little old me?""
I was tame, I was gentle 'til the circus life made me mean
""Don't you worry, folks, we took out all her teeth""
Who's afraid of little old me?
Well, you should be"
Who's Afraid of Little Old Me?,The Tortured Poets Department,[Post-Chorus],"(You should be) You should be
(You should be) You should be
You should be (You should be)
You should be (You should be)
You should be"
Who's Afraid of Little Old Me?,The Tortured Poets Department,[Bridge],"So tell me everything is not about me
But what if it is?
Then say they didn't do it to hurt me
But what if they did?
I wanna snarl and show you just how disturbed this has made me
You wouldn't last an hour in the asylum where they raised me
So all you kids can sneak into my house with all the cobwebs
I'm always drunk on my own tears, isn't that what they all said?
That I'll sue you if you step on my lawn
That I'm fearsome and I'm wretched and I'm wrong
Put narcotics into all of my songs
And that's why you're still singin' along"
Who's Afraid of Little Old Me?,The Tortured Poets Department,[Chorus],"So I leap from the gallows and I levitate down your street
Crash the party like a record scratch as I scream
""Who's afraid of little old me?""
I was tame, I was gentle 'til the circus life made me mean
""Don't you worry, folks, we took out all her teeth""
Who's afraid of little old me?
Well, you should be"
Who's Afraid of Little Old Me?,The Tortured Poets Department,[Post-Chorus],"(You should be) You should be
(You should be) You should be
'Cause you lured me (You should be)
And you hurt me (You should be)
And you taught me"
Who's Afraid of Little Old Me?,The Tortured Poets Department,[Outro],"You caged me and then you called me crazy
I am what I am 'cause you trained me
So who's afraid of me?
Who's afraid of little old me?
Who's afraid of little old me?"
I Can Fix Him (No Really I Can),The Tortured Poets Department,[Verse 1],"The smoke cloud billows out his mouth
Like a freight train through a small town
The jokes that he told across the bar
Were revolting and far too loud"
I Can Fix Him (No Really I Can),The Tortured Poets Department,[Chorus],"They shake their heads sayin', ""God, help her""
When I tell 'em he's my man
But your good Lord doesn't need to lift a finger
I can fix him, no, really, I can
And only I can"
I Can Fix Him (No Really I Can),The Tortured Poets Department,[Verse 2],"The dopamine races through his brain
On a six-lane Texas highway
His hand so calloused from his pistol
Softly traces hearts on my face
And I could see it from a mile away
A perfect case for my certain skill set
He had a halo of the highest grade
He just hadn't met me yet"
I Can Fix Him (No Really I Can),The Tortured Poets Department,[Chorus],"They shake their heads sayin', ""God, help her""
When I tell 'em he's my man
But your good Lord doesn't need to lift a finger
I can fix him, no, really, I can
And only I can"
I Can Fix Him (No Really I Can),The Tortured Poets Department,[Bridge],"Good boy, that's right, come close
I'll show you Heaven if you'll be an angel, all night
Trust me, I can handle me a dangerous man
No, really, I can"
I Can Fix Him (No Really I Can),The Tortured Poets Department,[Chorus],"They shook their heads sayin', ""God, help her""
When I told 'em he's my man (I told 'em he's my man)
But your good Lord didn't need to lift a finger
I can fix him, no, really, I can (No, really, I can)
Woah, maybe I can't"
loml,The Tortured Poets Department,[Verse 1],"Who's gonna stop us from waltzing back into rekindled flames
If we know the steps anyway?
We embroidered the memories of the time I was away
Stitching, ""We were just kids, babe""
I said, ""I don't mind, it takes time""
I thought I was better safe than starry-eyed
I felt aglow like this
Never before and never since"
loml,The Tortured Poets Department,[Chorus],"If you know it in one glimpse, it's legendary
You and I go from one kiss to getting married
Still alive, killing time at the cemetery
Never quite buried
In your suit and tie, in the nick of time
You low-down boy, you stand-up guy
You Holy Ghost, you told me I'm the love of your life
You said I'm the love of your life
About a million times"
loml,The Tortured Poets Department,[Verse 2],"Who's gonna tell me the truth when you blew in with the winds of fate
And told me I reformed you?
When your impressionist paintings of heaven turned out to be fakes
Well, you took me to hell too
And all at once, the ink bleeds
A con man sells a fool a get-love-quick scheme
But I've felt a hole like this
Never before and ever since"
loml,The Tortured Poets Department,[Chorus],"If you know it in one glimpse, it's legendary
What we thought was for all time was momentary
Still alive, killing time at the cemetery
Never quite buried
You cinephile in black and white
All those plot twists and dynamite
Mr. Steal Your Girl, then make her cry
You said I'm the love of your life"
loml,The Tortured Poets Department,[Bridge],"You shit-talked me under the table
Talkin' rings and talkin' cradles
I wish I could un-recall
How we almost had it all
Dancing phantoms on the terrace
Are they second-hand embarrassed
That I can't get out of bed
'Cause something counterfeit's dead?
It was legendary
It was momentary
It was unnecessary
Should've let it stay buried"
loml,The Tortured Poets Department,[Chorus],"Oh, what a valiant roar
What a bland goodbye
The coward claimed he was a lion
I'm combing through the braids of lies
""I'll never leave,"" ""Never mind""
Our field of dreams engulfed in fire
Your arson's match, your somber eyes
And I'll still see it until I die
You're the loss of my life"
I Can Do It With A Broken Heart,The Tortured Poets Department,[Verse 1],"I can read your mind
""She's having the time of her life""
There in her glittering prime
The lights refract sequin stars off her silhouette every night
I can show you lies
(One, two, three, four)"
I Can Do It With A Broken Heart,The Tortured Poets Department,[Pre-Chorus],"'Cause I'm a real tough kid
I can handle my shit
They said, ""Babe, you gotta fake it 'til you make it"" and I did
Lights, camera, bitch, smile
Even when you wanna die
He said he'd love me all his life
But that life was too short
Breaking down, I hit the floor
All the pieces of me shattered as the crowd was chanting, ""More""
I was grinnin' like I'm winnin'
I was hittin' my marks
'Cause I can do it with a broken heart
(One, two, three, four)"
I Can Do It With A Broken Heart,The Tortured Poets Department,[Chorus],"I'm so depressed, I act like it's my birthday every day
I'm so obsessed with him, but he avoids me like the plague
I cry a lot, but I am so productive, it's an art
You know you're good when you can even do it with a broken heart"
I Can Do It With A Broken Heart,The Tortured Poets Department,[Verse 2],"I can hold my breath
I've been doin' it since he left
I keep finding his things in drawers
Crucial evidence I didn't imagine the whole thing
I'm sure I can pass this test
(One, two, three, four)"
I Can Do It With A Broken Heart,The Tortured Poets Department,[Pre-Chorus],"'Cause I'm a real tough kid
I can handle my shit
They said, ""Babe, you gotta fake it 'til you make it"" and I did
Lights, camera, bitch, smile
In stilettos for miles
He said he'd love me for all time
But that time was quite short
Breaking down, I hit the floor
All the pieces of me shattered as the crowd was chanting, ""More""
I was grinnin' like I'm winnin'
I was hittin' my marks
'Cause I can do it with a broken heart
(One, two, three, four)"
I Can Do It With A Broken Heart,The Tortured Poets Department,[Chorus],"I'm so depressed, I act like it's my birthday every day
I'm so obsessed with him, but he avoids me (He avoids me), like the plague
I cry a lot, but I am so productive, it's an art
You know you're good when you can even do it with a broken heart"
I Can Do It With A Broken Heart,The Tortured Poets Department,[Outro],"You know you're good when you can even do it with a broken heart
You know you're good
And I'm good
'Cause I'm miserable (Haha)
And nobody even knows
Ah, try and come for my job"
The Smallest Man Who Ever Lived,The Tortured Poets Department,[Verse 1],"Was any of it true?
Gazing at me starry-eyed
In your Jehovah's Witness suit
Who the fuck was that guy?
You tried to buy some pills
From a friend of friends of mine
They just ghosted you
Now you know what it feels like"
The Smallest Man Who Ever Lived,The Tortured Poets Department,[Chorus],"And I don't even want you back, I just want to know
If rusting my sparkling summer was the goal
And I don't miss what we had, but could someone give
A message to the smallest man who ever lived?"
The Smallest Man Who Ever Lived,The Tortured Poets Department,[Verse 2],"You hung me on your wall
Stabbed me with your push pins
In public, showed me off
Then sank in stoned oblivion
'Cause once your queen had come
You'd treat her like an also-ran
You didn't measure up
In any measure of a man"
The Smallest Man Who Ever Lived,The Tortured Poets Department,[Chorus],"And I don't even want you back, I just want to know
If rusting my sparkling summer was the goal
And I don't miss what we had, but could someone give
A message to the smallest man who ever lived?"
The Smallest Man Who Ever Lived,The Tortured Poets Department,[Bridge],"Were you sent by someone who wanted me dead?
Did you sleep with a gun underneath our bed?
Were you writin' a book? Were you a sleeper cell spy?
In fifty years, will all this be declassified?
And you'll confess why you did it and I'll say, ""Good riddance""
'Cause it wasn't sexy once it wasn't forbidden
I would've died for your sins, instead, I just died inside
And you deserve prison, but you won't get time
You'll slide into inboxes and slip through the bars
You crashed my party and your rental car
You said normal girls were boring
But you were gone by the morning
You kicked out the stage lights, but you're still performing"
The Smallest Man Who Ever Lived,The Tortured Poets Department,[Outro],"And in plain sight you hid
But you are what you did
And I'll forget you, but I'll never forgive
The smallest man who ever lived"
The Alchemy,The Tortured Poets Department,[Verse 1],"This happens once every few lifetimes
These chemicals hit me like white wine
What if I told you I'm back?
The hospital was a drag
Worst sleep that I ever had
I circled you on a map
I haven't come around in so long
But I'm coming back so strong"
The Alchemy,The Tortured Poets Department,[Chorus],"So when I touch down
Call the amateurs and cut 'em from the team
Ditch the clowns, get the crown
Baby, I'm the one to beat
'Cause the sign on your heart
Said it's still reserved for me
Honestly, who are we to fight the alchemy?"
The Alchemy,The Tortured Poets Department,[Verse 2],"Hey, you, what if I told you we're cool?
That child's play back in school
Is forgiven under my rule
I haven't come around in so long
But I'm making a comeback to where I belong"
